"time/s";"Ewe/V";"Ece/V";"Ewe-Ece/V";"I/mA";"(Q-Qo)/mA.h";"Q charge/mA.h";"Q discharge/mA.h";"cycle number";"Efficiency/%";"|Ewe|/V";"|Ece|/V";"freq/Hz";"Re(Z)/Ohm";"-Im(Z)/Ohm";"|Z|/Ohm";"Phase(Z)/deg"
4470,0001;-2,585862636566162E+000;-2,208250164985657E-001;-2,365037679672241E+000;-1,103024695321315E+001;-1,001960885295820E+001;0,000000000000000E+000;1,001960885295820E+001;0,000000000000000E+000;;;;;;;;
4500,0001;-2,600993871688843E+000;-2,343896180391312E-001;-2,366604328155518E+000;-1,103008114352893E+001;-1,011152619470808E+001;0,000000000000000E+000;1,011152619470808E+001;0,000000000000000E+000;;;;;;;;
4530,0001;-2,603188037872314E+000;-2,350001186132431E-001;-2,368187904357910E+000;-1,103017132006150E+001;-1,020344428792906E+001;0,000000000000000E+000;1,020344428792905E+001;0,000000000000000E+000;;;;;;;;
4560,0001;-2,601623535156250E+000;-2,318522185087204E-001;-2,369771242141724E+000;-1,103030911598831E+001;-1,029536352944941E+001;0,000000000000000E+000;1,029536352944941E+001;0,000000000000000E+000;;;;;;;;
4590,0001;-2,606660842895508E+000;-2,352862954139709E-001;-2,371374607086182E+000;-1,103033356886565E+001;-1,038728297474374E+001;0,000000000000000E+000;1,038728297474373E+001;0,000000000000000E+000;;;;;;;;
4620,0001;-2,607385873794556E+000;-2,347521036863327E-001;-2,372633695602417E+000;-1,103011727816021E+001;-1,047920061761554E+001;0,000000000000000E+000;1,047920061761554E+001;0,000000000000000E+000;;;;;;;;
4650,0001;-2,608378171920776E+000;-2,342369854450226E-001;-2,374141216278076E+000;-1,103022828990828E+001;-1,057111918558523E+001;0,000000000000000E+000;1,057111918558523E+001;0,000000000000000E+000;;;;;;;;
4680,0001;-2,607710361480713E+000;-2,318903654813766E-001;-2,375819921493530E+000;-1,103018141844266E+001;-1,066303736295938E+001;0,000000000000000E+000;1,066303736295938E+001;0,000000000000000E+000;;;;;;;;
4710,0001;-2,609408617019653E+000;-2,322910130023956E-001;-2,377117633819580E+000;-1,103020571262224E+001;-1,075495574278503E+001;0,000000000000000E+000;1,075495574278502E+001;0,000000000000000E+000;;;;;;;;
4740,0001;-2,609503984451294E+000;-2,307456731796265E-001;-2,378758430480957E+000;-1,103024752188279E+001;-1,084687447102118E+001;0,000000000000000E+000;1,084687447102117E+001;0,000000000000000E+000;;;;;;;;
4770,0001;-2,611316680908203E+000;-2,311653941869736E-001;-2,380151271820068E+000;-1,103038933897105E+001;-1,093879438106637E+001;0,000000000000000E+000;1,093879438106637E+001;0,000000000000000E+000;;;;;;;;
4800,0001;-2,613377332687378E+000;-2,315469682216644E-001;-2,381830453872681E+000;-1,103027803123426E+001;-1,103071336354711E+001;0,000000000000000E+000;1,103071336354711E+001;0,000000000000000E+000;;;;;;;;
4830,0001;-2,614026069641113E+000;-2,308029085397720E-001;-2,383223056793213E+000;-1,103061710726782E+001;-1,112263517166143E+001;0,000000000000000E+000;1,112263517166142E+001;0,000000000000000E+000;;;;;;;;
4860,0001;-2,614006996154785E+000;-2,293338924646378E-001;-2,384673118591309E+000;-1,103061716493333E+001;-1,121455698025629E+001;0,000000000000000E+000;1,121455698025629E+001;0,000000000000000E+000;;;;;;;;
4890,0001;-2,616373062133789E+000;-2,300970256328583E-001;-2,386276006698608E+000;-1,103082228366827E+001;-1,130648049817393E+001;0,000000000000000E+000;1,130648049817392E+001;0,000000000000000E+000;;;;;;;;
4920,0001;-2,617918729782104E+000;-2,302496433258057E-001;-2,387669086456299E+000;-1,103079448523780E+001;-1,139840378443797E+001;0,000000000000000E+000;1,139840378443797E+001;0,000000000000000E+000;;;;;;;;
4950,0001;-2,618529319763184E+000;-2,292194217443466E-001;-2,389309883117676E+000;-1,103092248256144E+001;-1,149032813734637E+001;0,000000000000000E+000;1,149032813734637E+001;0,000000000000000E+000;;;;;;;;
4980,0001;-2,618872642517090E+000;-2,279793471097946E-001;-2,390893220901489E+000;-1,103079322883545E+001;-1,158225141314040E+001;0,000000000000000E+000;1,158225141314040E+001;0,000000000000000E+000;;;;;;;;
5010,0001;-2,620036602020264E+000;-2,276740968227386E-001;-2,392362594604492E+000;-1,103098993738352E+001;-1,167417632817231E+001;0,000000000000000E+000;1,167417632817231E+001;0,000000000000000E+000;;;;;;;;
5040,0001;-2,619540452957153E+000;-2,258998155593872E-001;-2,393640518188477E+000;-1,103095558699426E+001;-1,176610095695098E+001;0,000000000000000E+000;1,176610095695098E+001;0,000000000000000E+000;;;;;;;;
5070,0001;-2,621315002441406E+000;-2,260333746671677E-001;-2,395281553268433E+000;-1,103090689714509E+001;-1,185802517998091E+001;0,000000000000000E+000;1,185802517998091E+001;0,000000000000000E+000;;;;;;;;
5100,0001;-2,622669935226440E+000;-2,257662713527679E-001;-2,396903753280640E+000;-1,103080293014478E+001;-1,194994853661919E+001;0,000000000000000E+000;1,194994853661918E+001;0,000000000000000E+000;;;;;;;;
5130,0001;-2,623891115188599E+000;-2,256136536598206E-001;-2,398277521133423E+000;-1,103074769070192E+001;-1,204187143292877E+001;0,000000000000000E+000;1,204187143292877E+001;0,000000000000000E+000;;;;;;;;
5160,0001;-2,623872041702271E+000;-2,241064757108688E-001;-2,399765491485596E+000;-1,103082908571862E+001;-1,213379500753016E+001;0,000000000000000E+000;1,213379500753015E+001;0,000000000000000E+000;;;;;;;;
5190,0001;-2,623566627502441E+000;-2,222558856010437E-001;-2,401310682296753E+000;-1,103090432694191E+001;-1,222571920914173E+001;0,000000000000000E+000;1,222571920914172E+001;0,000000000000000E+000;;;;;;;;
5220,0001;-2,626333475112915E+000;-2,237439900636673E-001;-2,402589559555054E+000;-1,103114766331088E+001;-1,231764543855635E+001;0,000000000000000E+000;1,231764543855634E+001;0,000000000000000E+000;;;;;;;;
5250,0001;-2,627287387847900E+000;-2,229999303817749E-001;-2,404287338256836E+000;-1,103111274666159E+001;-1,240957137699890E+001;0,000000000000000E+000;1,240957137699889E+001;0,000000000000000E+000;;;;;;;;
5280,0001;-2,628375053405762E+000;-2,228282392024994E-001;-2,405546903610229E+000;-1,103100548425871E+001;-1,250149642158810E+001;0,000000000000000E+000;1,250149642158809E+001;0,000000000000000E+000;;;;;;;;
5310,0001;-2,629539012908936E+000;-2,222558856010437E-001;-2,407283067703247E+000;-1,103096915218506E+001;-1,259342116341003E+001;0,000000000000000E+000;1,259342116341002E+001;0,000000000000000E+000;;;;;;;;
5340,0001;-2,630340337753296E+000;-2,216263115406036E-001;-2,408714056015015E+000;-1,103102615427239E+001;-1,268534638024934E+001;0,000000000000000E+000;1,268534638024933E+001;0,000000000000000E+000;;;;;;;;
5370,0001;-2,628470420837402E+000;-2,184593230485916E-001;-2,410011053085327E+000;-1,103106126625961E+001;-1,277727188968854E+001;0,000000000000000E+000;1,277727188968854E+001;0,000000000000000E+000;;;;;;;;
5396,7333;-2,630779266357422E+000;-2,192415297031403E-001;-2,411537647247314E+000;-1,103086701533974E+001;-1,285918588150083E+001;0,000000000000000E+000;1,285918588150082E+001;0,000000000000000E+000;;;;;;;;
